x,y
0.7667323358713595, -0.019168308396782407
1.150098503807039, -0.028752462595175388
1.5654118524040253, -0.03913529631009993
1.9490442468452156, 0.07627389382886918
2.268782279963793, 0.19328044300090497
2.684894308077312, 0.5578776422980667
3.0373782013737283, 1.0490655449656572
3.4862360896650872, 1.7878440977583736
3.9657100260901976, 1.900857249347741
4.508279644321389, 1.637293008891966
4.861029764123317, 2.253474255896922
4.959267344656834, 3.3760183163835826
5.183962515308025, 3.870400937117303
5.536712635109952, 4.486582184122252
5.953357116234493, 5.101166072094138
6.465843139342954, 5.713353921516429
6.945849528779085, 6.076353761780528
7.362227783398116, 6.5659443054150515
7.938874394334699, 7.3015281401416345
8.419413236781853, 7.914514669080461
8.931366806879293, 8.276715829828024
9.441989244449177, 8.013950268888774
9.887918641179917, 7.377802033970507
