x,y
0.0445269016697587, 0.3455107294592222
0.16700731941292712, 0.3658801809242711
0.27282289710424035, 1.0193752564883782
0.284916105983247, 0.42728231636600195
0.29146659412604325, 1.361821212218588
0.29146659412604325, 0.3719434495984407
0.2949937800490865, 0.5626436065536992
0.2964046544183043, 1.680350279597287
0.2985209659721306, 2.1103635864277863
0.3091025237412621, 1.5343143001626947
0.3116883116883127, 2.6963063267837035
0.313986319634707, 0.8680955904105779
0.3562152133580705, 1.1522280977398216
0.38317342812518085, 0.47015099441076513
0.44454646318614266, 0.39763232997753245
0.6053861412769388, 0.39231235529678
0.7535279500447771, 0.4141286279741604
0.9016697588126155, 0.3982544812575433
1.0180668942730602, 0.38820569834719193
1.2270526602134035, 0.3906645049884571
1.3672583006543935, 0.43821083442964487
1.5154001094222318, 0.4636934576363248
1.6635419181900701, 0.460359595019893
1.8116837269579085, 0.492604127332256
1.8540099580344336, 0.7314433775821738
1.8540099580344336, 0.5778444200036196
1.8593007369189998, 0.5345549223702135
1.8691264691331932, 1.119895614709006
1.9146567717996295, 1.5297321160913597
1.9146567717996295, 2.6024633095283836
1.9492439779566153, 0.7376269505418257
1.9492439779566153, 0.6556195296482743
1.9591836734693882, 0.5285388593079252
2.0482374768089056, 0.5673435918225606
2.10267656560902, 0.5179431497554184
2.1593634822293666, 0.46091356954737844
2.247643907046119, 0.42176849415892376
2.372506288721868, 0.4178808455857477
2.6000097807581914, 0.42676876342473313
2.7640239261797275, 0.4136308845225508
2.912165734947565, 0.38949170843677183
3.060307543715404, 0.37841046697921243
3.1449600058684544, 0.3698618509348694
3.314264930174555, 0.4350601867442812
3.3840445269016692, 0.458710267823439
3.462406738942394, 0.4319321915815322
3.6105485477102315, 0.4062361205282987
3.7586903564780707, 0.4106569617289433
3.882645747487893, 0.4114809000088038
3.8909598285922113, 0.4893320505959038
3.906832165245908, 0.5829257367326055
3.9385768385533035, 0.801062131728461
3.9597399540915648, 0.6294785076246587
3.963267140014609, 0.9168221407479868
3.9782576801875456, 1.2275201792109038
4.007421150278293, 1.6420433388871634
4.054973974013747, 1.340964593075132
4.07613708955201, 1.0358527392298424
4.12692856684384, 0.8872100314615418
4.181952667243324, 0.75225934546549
4.27189590828094, 0.6299202626189777
4.354784777472468, 0.5587102878647879
4.478236284779, 0.4995894381643013
4.626378093546838, 0.4659294349400012
4.756002176218696, 0.48522994934521974
4.79568301785294, 0.579932981556938
4.8274276911603335, 0.6501234300380657
4.852823429806247, 0.7470004645185416
4.85343228200371, 0.8085228676856251
4.975569499928171, 0.7345286570991986
5.007314173235566, 0.6446734045753754
5.070803519850354, 0.5689945938413785
5.16251035384949, 0.5215894679188305
5.287725454117546, 0.5050261914711506
5.4517395995390805, 0.4565003716802496
5.59988140830692, 0.43089453223751883
5.753313995959323, 0.4446475829397848
5.832675679227807, 0.528959295168446
5.850311608843028, 0.6374777077419103
5.917328141380859, 0.7288091688624927
6.065469950148697, 0.7546757204222644
6.185394271532185, 0.6667515126350589
6.298264221069586, 0.5936224653215071
6.4252429142991625, 0.5311904826106206
6.573384723067, 0.4894791938588276
6.721526531834839, 0.48654471773373553
6.848505225064414, 0.4991090129893483
7.06013638044704, 0.4216670602119186
7.187115073676616, 0.43891407110721814
7.208278189214879, 0.49961347155842073
7.21885974698401, 0.5827294777400515
7.229441304753142, 0.6723881849335562
7.229441304753142, 0.8952127213862908
7.255307334855462, 0.7838657371445447
7.269651224275839, 1.0066807765101942
7.319384545790757, 1.1686961166868481
7.426963716443594, 1.0167180047553022
7.513631713409812, 0.8866411558397856
7.578632711134476, 0.7945697131953391
7.642122057749263, 0.7052413510720147
7.72889083145614, 0.6523163192454517
7.853753213131889, 0.6026861942538682
7.967798891310305, 0.5262450114326914
8.118292157360173, 0.4778464229619513
8.266433966128009, 0.44032393191651575
8.414575774895848, 0.4252318050868
8.520391352587161, 0.42557287233217495
8.859001201199362, 0.4361078776157317
9.021251753659378, 0.4149595317726428
9.15528481873504, 0.4409200743822119
9.30342662750288, 0.4345372855382774
9.451568436270719, 0.41712769211039885
9.603237430961599, 0.40461087678203683
9.747852053806394, 0.39849402932892475
9.895993862574233, 0.3913698773125506
10.044135671342072, 0.3843730886648017
10.192277480109908, 0.39042966350567565
10.340419288877747, 0.4101633908918859
10.488561097645587, 0.40770442084155484
10.636702906413422, 0.4319321915815322
10.774263157412133, 0.43401501281007965
11.038802101640414, 0.40770442084155484
11.186943910408253, 0.4201484750680019
11.253960442946084, 0.47679401890255085
11.292759488099566, 0.5447766399639542
11.335085719176092, 0.6278404139448941
11.366830392483486, 0.7314433775821738
11.4726459701748, 0.8103316885804793
11.610206221173506, 0.8460156320307513
11.747766472172213, 0.765032208165086
11.874745165401787, 0.6876533723209876
12.22393657178312, 0.5750713670232889
12.37207838055096, 0.573000314012379
12.496033771560786, 0.6213305565963387
12.596407405256542, 0.694752271011919
12.678943555855767, 0.6954154401292246
12.686501811405147, 0.5862440688505676
13.165695213235807, 0.7072231311728677
13.173631381562657, 0.44887871012462466
13.17627677100494, 0.5208581564413247
13.17627677100494, 0.4161255985971083
13.180509394112594, 1.4291622213177417
13.181567549889504, 0.6092754218047907
13.183331142851028, 1.2257990946201658
13.186858328774072, 1.089517980962905
13.186858328774072, 0.9683882424544552
13.186858328774072, 0.8607253891259619
13.186858328774072, 0.764602972243074
13.186858328774072, 1.7262322539550994
13.472560388540614, 0.43715809148559887
13.58895752400106, 0.415250741787569
13.708881845384546, 0.6676876658426145
13.714285714285712, 1.0360593046256352
13.715936217230638, 0.7501513649204365
13.726517774999767, 1.2897573618023563
13.730044960922811, 0.8684891859218413
13.747680890538032, 1.5171886354883577
13.768844006076293, 0.4483392003601719
13.916985814844132, 0.4749816864476411
14.033382950304574, 0.4711415159380749
14.14978008576502, 0.5587102878647879
14.2450141056872, 0.6895857289071105
14.264060909671638, 0.5986409095884266
14.382574356685907, 0.5347799745402821
14.4060889295062, 0.6077812626736033
14.506907660473203, 0.7207465968077105
14.60482374768089, 0.8376776400682924
